COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share
IEA Total,AUG2010,August 2010,2010,8,August,Renewables,151644.977,22,1912547.626,,0.1643086902401079
Sweden,AUG2013,August 2013,2013,8,August,Final consumption,8808.836,20,129341.044,85804.437,0.9117198809867209
Estonia,FEB2016,February 2016,2016,2,February,Wind,59.468,2,594.0,160.378,0.0795640487381308
Slovenia,MAR2015,March 2015,2015,3,March,Solar,24.485,3,274.233,39.949,0.0201574230111575
Romania,MAR2017,March 2017,2017,3,March,Distribution losses,600.598,19,6993.929,1912.634,0.1107757333567943
Mexico,OCT2021,October 2021,2021,10,October,Hydro,4327.752803,1,34470.492851,23120.598021,0.1465385245477267
India,AUG2019,August 2019,2019,8,August,Total combustible fuels,94622.196476,7,1210896.451961,820680.3101,0.70152940420787
New Zealand,MAR2018,March 2018,2018,3,March,Low carbon,3005.273202,26,36308.989609,8768.364,0.8804050045610281
Croatia,JAN2016,January 2016,2016,1,January,Other renewables aggregated,33.076,25,390.405,22.629,0.0308666572724125
Romania,DEC2020,December 2020,2020,12,December,Others,53.623571,24,514.786284,515.918283,0.0106428353385761
Czech Republic,SEP2016,September 2016,2016,9,September,Not specified,7.26,13,87.0,51.514,0.0013676375511827
Austria,FEB2017,February 2017,2017,2,February,Other renewables aggregated,367.077,25,4698.025,767.199,0.0722825445916331
Italy,MAY2019,May 2019,2019,5,May,Coal,1421.712633,8,20344.61749,11670.069882,0.0625480644602499
OECD Europe,NOV2018,November 2018,2018,11,November,Oil,4024.378379,9,46873.406243,48116.686,0.0133413474427322
Mexico,JAN2012,January 2012,2012,1,January,Distribution losses,3321.462,19,44050.0,3404.001,0.1501301150082609
Brazil,JAN2016,January 2016,2016,1,January,Not specified,0.0,13,0.0,0.0,0.0
Brazil,AUG2015,August 2015,2015,8,August,Electricity supplied,47299.126,17,564061.957,,1.0
Japan,JAN2019,January 2019,2019,1,January,Low carbon,19754.993603,26,263087.6288,16517.981051,0.2043880604567671
Mexico,NOV2018,November 2018,2018,11,November,Other combustible non-renewables,10.000683,12,130.389893,102.62,0.000384228919456
Italy,JAN2017,January 2017,2017,1,January,Combustible renewables,1959.175,11,18533.612,1703.812,0.071698489803841
Spain,OCT2016,October 2016,2016,10,October,Solar,885.186,3,13050.998,12065.975,0.040386996769126
Estonia,SEP2011,September 2011,2011,9,September,Low carbon,86.089,26,1102.37,679.56,0.101487255297227
United States,NOV2014,November 2014,2014,11,November,Total imports,5583.209,15,66511.001,63623.99,0.0174571623510261
Japan,AUG2018,August 2018,2018,8,August,Total imports,0.0,15,0.0,,0.0
Latvia,APR2011,April 2011,2011,4,April,Final consumption,479.084,20,6193.001,2194.163,0.4970576029216467
Norway,SEP2020,September 2020,2020,9,September,Other combustible non-renewables,129.988897,12,1747.360131,148.275355,0.0108390176485515
Luxembourg,MAY2022,May 2022,2022,5,May,Distribution losses,11.841445,19,139.085708,62.107227,0.0682268787517719
Republic of Turkiye,MAR2019,March 2019,2019,3,March,Geothermal,576.806774,4,7352.386001,1581.548478,0.0244730976628815
Colombia,DEC2017,December 2017,2017,12,December,Renewables,5258.044,22,61994.521,49890.778,0.8008118318120371
OECD Total,MAY2017,May 2017,2017,5,May,Combustible renewables,23613.229484,11,291665.033142,121559.662388,0.0282561225023213
Netherlands,AUG2020,August 2020,2020,8,August,Not specified,49.6835,13,596.202,397.468,0.0046043120401147
Luxembourg,JUL2011,July 2011,2011,7,July,Combustible renewables,8.465,11,92.362,47.336,0.0298129514645854
Cyprus,SEP2019,September 2019,2019,9,September,Wind,15.007049,2,238.565002,168.996464,0.0325065104379749
Republic of Turkiye,SEP2012,September 2012,2012,9,September,Net electricity production,18662.128,14,227706.999,161675.588,1.0
Finland,OCT2014,October 2014,2014,10,October,Fossil fuels,1746.034,27,17301.934,16966.306,0.2995595907814304
Sweden,NOV2010,November 2010,2010,11,November,Natural gas,287.123,10,2743.304,,0.0214519994859702
Belgium,DEC2020,December 2020,2020,12,December,Wind,1404.441407,2,12596.9,9553.3,0.1731583469539079
Spain,MAY2018,May 2018,2018,5,May,Wind,3318.650684,2,49654.0,22161.631,0.1624318820722411
Switzerland,OCT2012,October 2012,2012,10,October,Used for pumped storage,206.295,18,2411.001,2096.199,0.0390325298517163
Estonia,SEP2022,September 2022,2022,9,September,Other combustible non-renewables,7.571495,12,78.986432,56.353476,0.0135518811681784
Brazil,FEB2022,February 2022,2022,2,February,Nuclear,1183.212631,6,13684.322262,2456.993863,0.0232281619782423
Bulgaria,MAY2016,May 2016,2016,5,May,Total exports,684.063,16,10940.0,5917.487,0.2332093641982274
Latvia,NOV2019,November 2019,2019,11,November,Natural gas,216.398811,10,2874.2201,2507.381278,0.3807084386107612
IEA Total,JUN2015,June 2015,2015,6,June,Combustible renewables,20692.925354,11,272461.540256,124924.857,0.0244672627786922
Belgium,AUG2020,August 2020,2020,8,August,Total imports,1214.387463,15,13721.943825,9402.454368,0.1860462391319398
Italy,JAN2013,January 2013,2013,1,January,Non-renewables,16571.997,23,167160.503,18332.084,0.685661646438086
India,AUG2017,August 2017,2017,8,August,Others,829.284396,24,10060.447348,7924.295195,0.0067570582213979
United States,SEP2016,September 2016,2016,9,September,Others,3898.88,24,47619.356,40970.845,0.0109660913322952
Canada,DEC2021,December 2021,2021,12,December,Non-renewables,18196.120773,23,198816.054452,193155.237641,0.3025845151836996
Bulgaria,SEP2017,September 2017,2017,9,September,Others,30.992,24,376.997,207.673,0.0099884040146989
Sweden,OCT2012,October 2012,2012,10,October,Total imports,582.149,15,11682.0,10671.42,0.040823744137384
Chile,FEB2011,February 2011,2011,2,February,Hydro,1470.305,1,20937.001,4019.071,0.3072395488652988
Spain,JUL2011,July 2011,2011,7,July,Non-renewables,17950.185,23,195423.993,106416.924,0.7344568538868591
Spain,JUN2016,June 2016,2016,6,June,Renewables,8647.266,22,105361.214,56564.201,0.4139715182760625
Luxembourg,DEC2015,December 2015,2015,12,December,Others,5.907,24,65.052,54.897,0.0281920707116505
Japan,MAR2021,March 2021,2021,3,March,Renewables,17978.386504,22,213813.716219,45615.440396,0.2215310861032198
Poland,DEC2016,December 2016,2016,12,December,Other combustible non-renewables,16.073,12,192.876,68.024,0.0011248209772498
Japan,FEB2017,February 2017,2017,2,February,Low carbon,14318.976,26,217521.418,28195.68,0.1630211064243618
Denmark,FEB2015,February 2015,2015,2,February,Net electricity production,2946.401,14,27921.142,7241.364,1.0
Korea,APR2012,April 2012,2012,4,April,Distribution losses,1332.568,19,17291.504,5961.704,0.0339851908639716
Finland,SEP2012,September 2012,2012,9,September,Distribution losses,214.089,19,2909.0,2021.699,0.0456706052210093
Austria,AUG2020,August 2020,2020,8,August,Other renewables,0.0,5,0.0,0.0,0.0
Serbia,AUG2018,August 2018,2018,8,August,Electricity supplied,2666.310744,17,34899.901002,23390.809,1.067445303070789
Norway,JUN2010,June 2010,2010,6,June,Electricity trade,-1456.566,21,-7548.999,,-0.2114603561374004
Republic of Turkiye,JUN2018,June 2018,2018,6,June,Hydro,5514.155956,1,58424.817934,35230.056,0.2393738417836635
Austria,MAR2020,March 2020,2020,3,March,Other renewables aggregated,387.846645,25,4392.30938,1149.996467,0.0647993801913153
Japan,JAN2011,January 2011,2011,1,January,Other combustible non-renewables,1306.225,12,12948.938,514.287,0.0120662412697514
IEA Total,JUL2012,July 2012,2012,7,July,Solar,11117.919,3,92075.704,35982.755,0.0119739061547023
OECD Asia Oceania,SEP2014,September 2014,2014,9,September,Total combustible fuels,115007.197,7,1502033.423,1130539.286,0.7990979637937334
United States,MAY2010,May 2010,2010,5,May,Natural gas,71696.661,10,958673.975,,0.2160562023249561
Latvia,OCT2011,October 2011,2011,10,October,Low carbon,103.146,26,3026.934,3087.418,0.395692671249693
Japan,MAY2011,May 2011,2011,5,May,Other renewables aggregated,1063.9,25,16289.29,6522.677,0.013601212053494
Malta,JAN2020,January 2020,2020,1,January,Total imports,0.0,15,420.015929,46.982035,0.0
Latvia,NOV2013,November 2013,2013,11,November,Other renewables aggregated,48.329,25,449.224,200.481,0.102753982782558
Mexico,SEP2021,September 2021,2021,9,September,Fossil fuels,21989.285215,27,261193.499124,199359.165869,0.7243286138716979
Cyprus,JAN2020,January 2020,2020,1,January,Total imports,0.0,15,0.0,0.0,0.0
Belgium,JUL2012,July 2012,2012,7,July,Other renewables aggregated,392.403,25,5025.664,2559.756,0.0596720071995155
IEA Total,OCT2017,October 2017,2017,10,October,Low carbon,366512.405171,26,4575914.416663,3717847.239866,0.4426082662428285
Norway,JAN2018,January 2018,2018,1,January,Renewables,15299.309673,22,142993.824794,14996.291,0.982180138410968
Poland,JUL2012,July 2012,2012,7,July,Used for pumped storage,50.882,18,646.999,439.54,0.0044777012554319
Slovenia,SEP2011,September 2011,2011,9,September,Final consumption,1032.46,20,12611.964,8812.926,0.8459437779960886
Estonia,SEP2016,September 2016,2016,9,September,Low carbon,123.204,26,1444.793,1015.614,0.1196723492998132
OECD Americas,AUG2015,August 2015,2015,8,August,Net electricity production,486881.025,14,5193640.941,3522708.497,1.0
Greece,APR2018,April 2018,2018,4,April,Other renewables,0.0,5,0.0,,0.0
Spain,OCT2022,October 2022,2022,10,October,Distribution losses,2016.915509,19,26117.368623,21882.627646,0.0893229727824711
Iceland,JUN2018,June 2018,2018,6,June,Net electricity production,1549.85703,14,19432.498001,9367.172,1.0
Sweden,FEB2013,February 2013,2013,2,February,Total exports,1917.915,16,22675.999,3809.365,0.1299857382110824
Malta,MAR2022,March 2022,2022,3,March,Solar,20.169442,3,255.946001,45.946378,0.1113927603991304
Republic of Turkiye,JUL2017,July 2017,2017,7,July,Other renewables aggregated,517.959,25,7084.947,3126.771,0.0188982871323636
Hungary,JUN2013,June 2013,2013,6,June,Solar,3.006,3,24.621,4.144,0.0013620027511911
Romania,MAR2015,March 2015,2015,3,March,Total imports,87.325,15,4492.001,,0.0164339720359945
Ireland,DEC2011,December 2011,2011,12,December,Non-renewables,1737.154,23,20961.037,23555.447,0.6896106288278532
Luxembourg,AUG2012,August 2012,2012,8,August,Combustible renewables,5.842,11,93.364,66.33,0.0235865053858949
Norway,JUL2011,July 2011,2011,7,July,Fossil fuels,243.703,27,4363.076,3395.137,0.023338567288178
United States,DEC2018,December 2018,2018,12,December,Other renewables aggregated,6801.655673,25,79800.76312,80869.877,0.0198842262496799
Ireland,JUL2017,July 2017,2017,7,July,Final consumption,2011.745,20,26839.159,15454.019,0.8623875903328329
Colombia,JAN2018,January 2018,2018,1,January,Solar,2.141028,3,20.39,1.696,0.0003422164254718
France,NOV2013,November 2013,2013,11,November,Total imports,1615.884,15,11687.0,11437.425,0.0327563139033431
Portugal,FEB2018,February 2018,2018,2,February,Total exports,620.890807,16,8324.536001,1757.204,0.133556728456108
New Zealand,MAR2011,March 2011,2011,3,March,Solar,0.36,3,4.083,1.126,0.0001032605967601
Czech Republic,SEP2012,September 2012,2012,9,September,Fossil fuels,2931.874,27,43303.823,32885.14,0.4998006337103421
Czech Republic,APR2021,April 2021,2021,4,April,Used for pumped storage,131.561881,18,1573.737584,618.56296,0.0221664424676347
Switzerland,JUL2019,July 2019,2019,7,July,Net electricity production,7746.450666,14,71739.189,41168.287307,1.0
Italy,OCT2013,October 2013,2013,10,October,Distribution losses,1757.906,19,21186.999,17603.664,0.0789690102834559
OECD Europe,SEP2010,September 2010,2010,9,September,Fossil fuels,136477.871,27,1730958.636,,0.5118006119412776
IEA Total,AUG2021,August 2021,2021,8,August,Not specified,4712.347626,13,46718.572739,29628.096164,0.0049794519388999
Serbia,MAR2015,March 2015,2015,3,March,Low carbon,1346.221,26,10728.852,,0.4036871032948474
Canada,MAY2018,May 2018,2018,5,May,Low carbon,39988.961273,26,523723.542931,231364.832,0.8375825949966123
Mexico,MAY2016,May 2016,2016,5,May,Fossil fuels,21749.272,27,245265.098,91594.971,0.7933880510957548
Portugal,NOV2010,November 2010,2010,11,November,Geothermal,14.5,4,174.0,,0.0032407093890502
Austria,JUL2020,July 2020,2020,7,July,Non-renewables,731.409213,23,13189.888616,8192.656034,0.1202158911553115
Mexico,OCT2020,October 2020,2020,10,October,Natural gas,16809.755392,10,190601.097481,156705.029711,0.5712157029425455
New Zealand,FEB2017,February 2017,2017,2,February,Oil,0.056,9,5.507,0.061,1.7355703595574915e-05
OECD Asia Oceania,SEP2011,September 2011,2011,9,September,Nuclear,17910.75,6,301138.423,311063.561,0.1202063403417518
Netherlands,OCT2019,October 2019,2019,10,October,Geothermal,0.0,4,0.0,0.0,0.0
OECD Total,JUN2018,June 2018,2018,6,June,Other renewables,82.410268,5,988.702985,509.98,9.289212276799478e-05
Cyprus,APR2021,April 2021,2021,4,April,Nuclear,0.0,6,0.0,0.0,0.0
United States,JUN2012,June 2012,2012,6,June,Final consumption,341510.497,20,3830933.002,1885025.434,0.9388153555155194
Slovenia,MAY2011,May 2011,2011,5,May,Final consumption,1032.379,20,12611.964,4990.066,0.8298112792005227
North Macedonia,OCT2018,October 2018,2018,10,October,Electricity trade,-161.499097,21,-1919.746001,-1605.717,-0.3672491110196654
OECD Asia Oceania,AUG2019,August 2019,2019,8,August,Not specified,1592.440334,13,21504.871008,13988.996672,0.0093068480223286
Switzerland,NOV2019,November 2019,2019,11,November,Non-renewables,2540.666099,23,27080.478929,23693.765907,0.42779501674028
Canada,APR2018,April 2018,2018,4,April,Other renewables,2.14904,5,19.999997,3.741,4.331819653001655e-05
Romania,AUG2019,August 2019,2019,8,August,Used for pumped storage,35.396801,18,552.632999,379.34098,0.0085523131805892
Korea,JAN2010,January 2010,2010,1,January,Net electricity production,44513.779,14,480391.999,,1.0
Slovenia,SEP2014,September 2014,2014,9,September,Renewables,590.604,22,6770.49,3932.155,0.4354231191448484
OECD Americas,JUN2017,June 2017,2017,6,June,Renewables,111880.833,22,1311204.633,620153.181,0.2464658675787833
Switzerland,OCT2017,October 2017,2017,10,October,Solar,124.919,3,1683.207,1245.11,0.0291571163819864
Lithuania,NOV2015,November 2015,2015,11,November,Total imports,726.0,15,7938.0,7722.906,1.9952071057954448
Bulgaria,MAY2017,May 2017,2017,5,May,Wind,94.812,2,1504.065,628.755,0.0321051941864445
Korea,SEP2012,September 2012,2012,9,September,Fossil fuels,25976.428,27,360219.346,254018.083,0.6520634898959438
Canada,NOV2022,November 2022,2022,11,November,Total combustible fuels,9936.410533,7,119318.008239,108997.37085,0.1863781984545418
Norway,NOV2013,November 2013,2013,11,November,Electricity trade,417.212,21,5005.999,17567.41,0.0343173628111988
Finland,AUG2018,August 2018,2018,8,August,Nuclear,1696.302284,6,21880.999999,13921.354,0.3800545471618953
Slovenia,FEB2013,February 2013,2013,2,February,Total combustible fuels,457.098,7,5007.0,1054.018,0.4028935126016052
Sweden,DEC2020,December 2020,2020,12,December,Natural gas,7.955064,10,54.726755,274.053935,0.0005259688019347
Hungary,AUG2022,August 2022,2022,8,August,Other combustible non-renewables,19.313199,12,215.148388,176.814203,0.0074026924758998
Hungary,DEC2020,December 2020,2020,12,December,Oil,4.610058,9,41.858967,65.42271,0.0016581737138657
United Kingdom,FEB2019,February 2019,2019,2,February,Natural gas,10441.2414,10,125161.509094,24114.126944,0.4071353634014175
Korea,AUG2021,August 2021,2021,8,August,Others,879.669286,24,12358.890579,7096.67773,0.0179648555553027
OECD Asia Oceania,FEB2020,February 2020,2020,2,February,Not specified,1772.021252,13,20551.218009,3184.880668,0.0113551866033126
OECD Total,JUN2019,June 2019,2019,6,June,Solar,40112.912418,3,354346.997403,154339.944498,0.0466195508730711
Iceland,JUL2021,July 2021,2021,7,July,Total exports,0.0,16,0.0,0.0,0.0
Luxembourg,DEC2018,December 2018,2018,12,December,Hydro,116.793839,1,1326.584998,1411.286,0.5847556299229052
Republic of Turkiye,SEP2016,September 2016,2016,9,September,Total exports,98.15,16,1451.999,2384.981,0.0048419635392992
United Kingdom,JUL2020,July 2020,2020,7,July,Electricity supplied,23620.084117,17,315592.806055,192421.656536,1.0080616985558868
Slovak Republic,AUG2010,August 2010,2010,8,August,Wind,0.5,2,6.0,,0.0002373762142386
Portugal,MAY2015,May 2015,2015,5,May,Distribution losses,389.862,19,4894.0,2283.779,0.09389312480718
Croatia,SEP2016,September 2016,2016,9,September,Others,5.024,24,62.5,135.695,0.0065691922665543
IEA Total,MAY2019,May 2019,2019,5,May,Natural gas,225706.003442,10,3071901.646757,1144568.35623,0.2724258847026703
OECD Asia Oceania,APR2010,April 2010,2010,4,April,Electricity trade,0.0,21,0.0,,0.0
Lithuania,AUG2021,August 2021,2021,8,August,Total imports,954.351673,15,12478.981257,8063.930385,3.056289258865005
Sweden,SEP2018,September 2018,2018,9,September,Oil,14.81068,9,296.057543,202.733,0.0013670405571343
Mexico,JUN2017,June 2017,2017,6,June,Other renewables aggregated,579.026,25,7607.208,3585.792,0.0203152561635263
Portugal,MAR2022,March 2022,2022,3,March,Geothermal,15.287685,4,171.250675,46.456398,0.0034420971365497
IEA Total,SEP2022,September 2022,2022,9,September,Other combustible non-renewables,4317.78434,12,53794.343225,42764.950007,0.0050915053683547
Finland,DEC2021,December 2021,2021,12,December,Final consumption,8880.209941,20,83470.434092,78554.432223,1.2159929325981609
OECD Europe,AUG2022,August 2022,2022,8,August,Not specified,445.35383,13,5590.596972,3965.598429,0.0016162959990234
Italy,MAR2015,March 2015,2015,3,March,Oil,1060.904,9,12745.342,3462.286,0.0467004469254217
Iceland,FEB2020,February 2020,2020,2,February,Fossil fuels,0.621203,27,3.067,0.23,0.0003969269438229
